Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),Engine_Type,CC_Displacement,Transmission_Type,Power(BHP),Torque(Nm),Mileage(kmpl),Emission,Price,Transmission(Speed)
Honda,WR-V,2018,brown,suv,48924.0,1,5,diesel,40,i-DTEC Diesel engine,1498,Manual,97.89,200.0,23.7,BS IV,912000,6
Maruti Suzuki,Swift Dzire,2011,grey,sedan,71460.0,1,5,petrol,43,In-Line Engine,1298,Manual,85.8,114.0,17.5,BS IV,387000,5
Renault,Kwid,2019,red,hatchback,33661.0,1,5,petrol,28,Petrol Engine,999,Manual,67.0,91.0,23.01,BS V,448000,5
Toyota,Yaris,2020,white,sedan,33394.0,2,5,petrol,42,1.5 Dual VVT-i Engine,1596,Manual,105.94,140.0,18.1,BS IV,1051000,5
Toyota,Yaris,2020,white,sedan,33394.0,2,5,petrol,42,1.5 Dual VVT-i Engine,1496,Manual,105.94,140.0,18.1,BS IV,1051000,5
Toyota,Yaris,2019,brown,sedan,9242.0,1,5,petrol,42,1.5 Dual VVT-i Engine,1596,Manual,105.94,140.0,17.18,BS IV,914000,6
Toyota,Yaris,2019,brown,sedan,9242.0,1,5,petrol,42,1.5 Dual VVT-i Engine,1496,Manual,105.94,140.0,17.18,BS IV,914000,6
Hyundai,Verna,2014,white,sedan,88267.0,1,5,petrol,43,Front Wheel Drive,1591,Automatic,121.0,158.0,17.01,BS III,598000,5
MG Motors,Hector,2020,silver,suv,13185.0,1,5,diesel,60,FWD,1596,Manual,167.68,350.0,17.41,BS IV,1822000,5
MG Motors,Hector,2020,silver,suv,13185.0,1,5,diesel,60,FWD,1956,Manual,167.68,350.0,17.41,BS IV,1822000,6
Kia,Seltos,2020,white,suv,25450.0,1,5,petrol,50,Smartstream G1.4 T-GDi,1353,Manual,138.0,242.0,16.1,BS IV,1589000,6
Toyota,Yaris,2020,white,sedan,37283.0,2,5,petrol,42,1.5 Dual VVT-i Engine,1596,Manual,105.94,140.0,18.1,BS IV,1027000,5
Toyota,Yaris,2020,white,sedan,37283.0,2,5,petrol,42,1.5 Dual VVT-i Engine,1496,Manual,105.94,140.0,18.1,BS IV,1027000,5
Maruti Suzuki,Ciaz,2019,blue,sedan,41804.0,1,5,petrol,43,K15 Smart Hybrid Petrol E,1696,Manual,103.25,138.0,20.65,BS IV,863000,5
Maruti Suzuki,Wagon R 1.0,2011,red,hatchback,72631.0,1,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,18.9,BS V,315000,5
Renault,Kwid,2019,grey,hatchback,37865.0,1,5,petrol,28,Petrol Engine,999,Manual,67.0,91.0,23.01,BS V,433000,5
Hyundai,Grand i10,2014,white,hatchback,72514.0,1,5,petrol,43,Kappa VTVT Petrol Engine,1197,Manual,82.0,114.0,18.9,BS IV,454000,5
Renault,Kiger,2021,silver,suv,21304.0,1,5,petrol,40,1.0L Energy	,1298,Automatic,71.0,96.0,19.17,BS IV,807000,5
Maruti Suzuki,Swift,2021,red,hatchback,7881.0,1,5,petrol,37,VTVT Engine,1197,Manual,81.8,113.0,21.21,BS IV,734000,5
Mahindra,Scorpio,2016,black,suv,54656.0,1,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,Manual,120.0,280.0,15.4,BS IV,1054000,5
Maruti Suzuki,Celerio,2014,grey,hatchback,39400.0,1,5,petrol,35,K10B,998,Automatic,67.04,90.0,23.1,BS IV,449000,5
Skoda,Rapid,2012,silver,sedan,52326.0,1,5,petrol,55,4 cylinder inline petrol engine,1598,Automatic,103.0,153.0,14.3,BS III,538000,6
Hyundai,i20 Active,2018,brown,crossover,24310.0,1,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,Automatic,82.0,115.0,17.19,BS V,883000,5
Hyundai,Grand i10,2017,silver,hatchback,25966.0,1,5,petrol,43,Kappa VTVT Petrol Engine,1197,Automatic,81.86,113.75,18.9,BS V,544000,5
Honda,City,2011,black,sedan,90745.0,1,5,petrol,42,"1.5L, SOHC, 4-cylinder, i-VTEC",1497,Automatic,118.0,146.0,10.4,BS IV,485000,5
Hyundai,Venue,2019,blue,suv,21628.0,1,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,Manual,118.35,171.6,18.27,BS IV,995000,6
Renault,Triber,2020,blue,muv,43164.0,1,7,petrol,40,1.0L Petrol Engine,999,Automatic,72.0,96.0,18.2,BS IV,752000,5
Maruti Suzuki,Alto,2011,black,hatchback,16061.0,2,5,petrol,35,In-Line Engine,796,Manual,46.3,62.0,19.7,BS IV,266000,5
Hyundai,Xcent,2015,blue,sedan,65025.0,1,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,Automatic,81.0,114.0,16.1,BS IV,551000,4
Hyundai,Grand i10,2014,black,hatchback,26974.0,1,5,petrol,43,Kappa VTVT Petrol Engine,1197,Manual,82.0,114.0,18.9,BS IV,477000,5
Maruti Suzuki,Swift Dzire,2013,beige,sedan,23778.0,1,5,petrol,42,K Series VVT Engine,1197,Manual,85.8,114.0,19.1,BS IV,523000,5
Hyundai,Verna,2020,black,sedan,7594.0,1,5,petrol,45,1.5 l MPi	,1497,Automatic,113.0,144.0,18.4,BS IV,1422000,5
Maruti Suzuki,Alto 800,2020,blue,hatchback,21075.0,1,5,petrol,35,F8D Petrol Engine,796,Manual,47.3,69.0,22.05,BS IV,430000,5
Toyota,Yaris,2020,brown,sedan,7122.0,1,5,petrol,42,1.5 Dual VVT-i Engine,1596,Manual,105.94,140.0,17.18,BS IV,894000,6
Toyota,Yaris,2020,brown,sedan,7122.0,1,5,petrol,42,1.5 Dual VVT-i Engine,1496,Manual,105.94,140.0,17.18,BS IV,894000,6
MG Motors,Hector,2019,red,suv,25219.0,1,5,petrol,60,FWD,1451,Automatic,141.0,250.0,13.96,BS IV,1700000,6
Mahindra,Scorpio,2015,blue,suv,94751.0,2,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,Manual,120.0,280.0,15.4,BS IV,914000,5
Maruti Suzuki,Ciaz,2020,blue,sedan,26246.0,1,5,petrol,43,K15 Smart Hybrid Petrol E,1696,Manual,103.25,138.0,20.65,BS IV,971000,5
Maruti Suzuki,Ciaz,2015,brown,sedan,93570.0,2,5,petrol,43, K 14B VVT,1373,Automatic,91.0,130.0,19.12,BS IV,593000,4
Maruti Suzuki,Swift Dzire,2014,white,sedan,70563.0,2,5,petrol,42,K Series VVT Engine,1197,Automatic,85.8,114.0,19.1,BS IV,499000,4
Ford,Freestyle,2020,golden,crossover,14965.0,1,5,petrol,42,1.2 litre Petrol Engine,1298,Automatic,94.93,119.0,18.5,BS IV,728000,5
Renault,Kwid,2015,bronze,hatchback,33390.0,1,5,petrol,28,Petrol Engine,799,Manual,53.3,72.0,25.17,BS V,287000,5
Maruti Suzuki,Ritz,2011,brown,hatchback,53349.0,1,5,petrol,45,KB Series,1197,Manual,85.0,113.0,18.5,BS IV,373000,5
Maruti Suzuki,Celerio,2014,silver,hatchback,87635.0,1,5,petrol,35,K10B,998,Automatic,67.04,90.0,23.1,BS IV,404000,5
Maruti Suzuki,Wagon R 1.0,2011,grey,hatchback,77919.0,1,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,18.9,BS V,318000,5
Ford,EcoSport,2017,white,suv,84118.0,1,5,petrol,52,1.5L Ti-VCT (Petrol),1499,Automatic,110.0,140.0,16.5,BS IV,727000,6
Hyundai,New Santro 1.1,2018,white,hatchback,22735.0,1,5,petrol,35,1.1 L Petrol,1086,Manual,68.07,99.07,20.3,BS IV,447000,5
Hyundai,Creta,2017,black,suv,50749.0,1,5,diesel,60,U2 VGT CRDi,1582,Manual,126.0,265.0,19.67,BS IV,1150000,6
Honda,Mobilio,2015,red,muv,45754.0,2,7,petrol,42,1.5L i-VTEC,1497,Manual,118.0,145.0,17.3,BS IV,605000,5
Mahindra,Scorpio,2015,white,suv,72696.0,1,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,Automatic,120.0,280.0,15.4,BS IV,1117000,6
Hyundai,Grand i10,2015,orange,hatchback,99001.0,1,5,petrol,43,Kappa VTVT Petrol Engine,1197,Automatic,82.0,114.0,18.9,BS IV,506000,4
Hyundai,Elite i20,2017,blue,hatchback,85933.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,81.83,114.7,18.6,BS IV,610000,5
Datsun,GO,2014,red,hatchback,55890.0,2,5,petrol,35,DOHC with Dual VTVT,1798,Manual,67.05,104.0,19.02,BS V,290000,5
Volkswagen,Vento,2013,black,sedan,88105.0,1,5,petrol,55,4 cylinder inline,1598,Automatic,103.0,153.0,14.4,BS III,542000,6
MG Motors,Hector,2019,black,suv,20761.0,1,5,petrol,60,FWD,1451,Automatic,141.0,250.0,13.96,BS IV,1720000,6
Maruti Suzuki,Ritz,2016,white,hatchback,56280.0,1,5,petrol,43,inline 4 cylinder petrol engine,1197,Manual,85.0,113.0,18.5,BS IV,523000,5
Honda,WR-V,2017,grey,suv,37043.0,1,5,petrol,40,i-VTEC Petrol engine,1199,Manual,88.5,110.0,16.5,BS IV,745000,5
Mahindra,Scorpio,2015,white,suv,79576.0,1,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,Automatic,120.0,280.0,15.4,BS IV,1052000,6
Hyundai,Fluidic Verna 4S,2017,white,sedan,29759.0,1,5,petrol,43,1.6L Gamma VTVT 5 Speed Manual Transmission,1591,Manual,121.0,158.0,17.4,BS IV,854000,5
Ford,EcoSport,2017,red,suv,28559.0,1,5,petrol,52,1.5L Ti-VCT (Petrol),1499,Manual,110.0,140.0,15.8,BS IV,788000,5
Maruti Suzuki,Ritz,2013,white,hatchback,18214.0,1,5,petrol,43,inline 4 cylinder petrol engine,1197,Manual,85.0,113.0,18.5,BS IV,460000,5
Hyundai,Elite i20,2015,white,hatchback,92256.0,1,5,diesel,45,U2 CRDI Diesel Engine,1396,Manual,88.73,219.7,22.54,BS IV,689000,6
Honda,Mobilio,2015,silver,muv,42933.0,2,7,petrol,42,1.5L i-VTEC,1497,Manual,118.0,145.0,17.3,BS IV,638000,5
Hyundai,Verna,2020,blue,sedan,18146.0,1,5,petrol,45,1.5 l MPi	,1497,Automatic,113.0,144.0,18.4,BS IV,1458000,5
Hyundai,Elite i20,2016,red,hatchback,29602.0,1,5,diesel,45,U2 CRDI Diesel Engine,1396,Manual,88.73,219.7,22.54,BS IV,814000,6
MG Motors,Hector,2020,silver,suv,26994.0,1,5,petrol,60,FWD,1451,Automatic,141.0,250.0,13.96,BS IV,1774000,6
Maruti Suzuki,Ritz,2013,white,hatchback,47642.0,2,5,petrol,43,inline 4 cylinder petrol engine,1197,Manual,85.0,113.0,18.5,BS IV,455000,5
Maruti Suzuki,Alto K10,2012,red,hatchback,67041.0,1,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,20.92,BS IV,314000,5
Hyundai,Elite i20,2017,white,hatchback,33545.0,1,5,diesel,45,U2 CRDI Diesel Engine,1396,Manual,88.73,219.7,22.54,BS IV,876000,6
Toyota,Etios Liva,2012,silver,hatchback,42200.0,2,5,petrol,45,"4-Cylinder 16V, DOHC",1596,Automatic,79.0,104.0,17.71,BS IV,423000,5
Toyota,Etios Liva,2012,silver,hatchback,42200.0,2,5,petrol,45,"4-Cylinder 16V, DOHC",1496,Manual,79.0,104.0,17.71,BS IV,423000,5
Hyundai,Verna,2017,white,sedan,48583.0,1,5,petrol,45,VTVT Petrol Engine,1591,Automatic,121.3,151.0,17.0,BS V,1100000,6
Hyundai,i10,2014,grey,hatchback,98109.0,1,5,petrol,35,DOHC Kappa2 Engine,1197,Manual,78.9,111.8,20.36,BS III,411000,5
Hyundai,i10,2011,red,hatchback,70581.0,2,5,petrol,35,Kappa Petrol Engine,1197,Manual,78.9,111.7,20.36,BS III,340000,5
Maruti Suzuki,Alto K10,2018,red,hatchback,64194.0,1,5,petrol,35,K10B,998,Manual,67.0,90.0,24.07,BS V,405000,5
Renault,Duster,2015,white,suv,87057.0,1,5,diesel,50,dCi THP Diesel Engine,1461,Manual,83.8,200.0,19.87,BS III,738000,5
Hyundai,Santro Xing,2012,white,hatchback,23227.0,1,5,petrol,35,Petrol Engine,1086,Manual,62.1,96.1,17.92,BS IV,365000,5
MG Motors,Hector,2019,black,suv,24564.0,1,5,petrol,60,FWD,1451,Automatic,141.0,250.0,13.96,BS IV,1700000,6
Maruti Suzuki,Ritz,2012,red,hatchback,39719.0,1,5,petrol,45,KB Series,1197,Manual,85.0,113.0,18.5,BS IV,422000,5
MG Motors,Hector,2020,white,suv,51686.0,1,5,diesel,60,FWD,1596,Manual,167.68,350.0,17.41,BS IV,1958000,5
MG Motors,Hector,2020,white,suv,51686.0,1,5,diesel,60,FWD,1956,Manual,167.68,350.0,17.41,BS IV,1958000,6
Renault,Duster,2018,bronze,suv,57995.0,1,5,diesel,50,1.5 dCI K9K THP Diesel engine,1461,Manual,108.0,248.0,19.6,BS V,1019000,6
MG Motors,Hector,2020,red,suv,32604.0,1,5,diesel,60,FWD,1596,Manual,167.68,350.0,17.41,BS IV,1978000,5
MG Motors,Hector,2020,red,suv,32604.0,1,5,diesel,60,FWD,1956,Manual,167.68,350.0,17.41,BS IV,1978000,6
Maruti Suzuki,Ritz,2012,silver,hatchback,46627.0,1,5,petrol,45,KB Series,1197,Manual,85.0,113.0,18.5,BS IV,412000,5
Honda,City,2017,grey,sedan,45868.0,1,5,petrol,40,i VTEC Engine,1497,Manual,117.6,145.0,17.4,BS IV,878000,5
Maruti Suzuki,Ritz,2013,brown,hatchback,68876.0,1,5,petrol,43,inline 4 cylinder petrol engine,1197,Manual,85.0,113.0,18.5,BS IV,429000,5
Ford,EcoSport,2013,white,suv,47068.0,1,5,petrol,52,1.5L Ti-VCT (Petrol),1499,Automatic,109.0,140.0,16.5,BS III,708000,6
Ford,EcoSport,2014,white,suv,48060.0,1,5,petrol,52,Ecoboost Petrol Engine,999,Manual,123.37,170.0,18.88,BS III,678000,5
Maruti Suzuki,Alto K10,2016,orange,hatchback,80307.0,2,5,petrol,35,K10B,998,Manual,67.0,90.0,24.07,BS V,326000,5
Maruti Suzuki,Alto K10,2013,red,hatchback,29217.0,1,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,20.92,BS IV,336000,5
MG Motors,Hector,2019,black,suv,28787.0,1,5,petrol,60,FWD,1451,Automatic,141.0,250.0,15.81,BS IV,1589000,6
Maruti Suzuki,Omni,2014,silver,muv,57964.0,2,8,petrol,36,"4 stroke cycle, Water cooled",796,Manual,34.0,59.0,16.8,BS V,335000,4
Maruti Suzuki,Ritz,2011,grey,hatchback,54318.0,2,5,petrol,45,KB Series,1197,Manual,85.0,113.0,18.5,BS IV,368000,5
Hyundai,i10,2014,grey,hatchback,55319.0,1,5,petrol,35,DOHC Kappa2 Engine,1197,Manual,78.9,111.8,20.36,BS III,439000,5
Ford,EcoSport,2018,silver,suv,39105.0,1,5,petrol,52,Ti-VCT Petrol Engine,1496,Automatic,120.69,149.0,14.7,BS V,1066000,6
MG Motors,Hector,2021,white,suv,49279.0,1,5,diesel,60,FWD,1596,Manual,167.68,350.0,17.41,BS IV,1984000,5
MG Motors,Hector,2021,white,suv,49279.0,1,5,diesel,60,FWD,1956,Manual,167.68,350.0,17.41,BS IV,1984000,6
Hyundai,Santro Xing,2011,maroon,hatchback,57259.0,2,5,petrol,35,Petrol Engine,1086,Manual,62.1,96.1,17.92,BS IV,328000,5
Mahindra,XUV500,2015,silver,suv,66820.0,2,7,diesel,70,4 cylinder mHawk CRDe diesel engine,2179,Manual,140.0,330.0,15.1,BS III,1055000,6
Ford,Figo Aspire,2018,blue,sedan,21089.0,1,5,petrol,42,Ti-VCT Petrol Engine,1194,Manual,94.93,119.0,18.5,BS V,555000,5
Maruti Suzuki,Celerio,2014,blue,hatchback,7779.0,1,5,petrol,35,K10B,998,Automatic,67.04,90.0,23.1,BS IV,434000,5
Hyundai,i10,2011,red,hatchback,48267.0,2,5,petrol,35,DOHC Kappa2 Engine,1197,Automatic,78.9,111.8,16.95,BS III,348000,4
Maruti Suzuki,Swift,2014,grey,hatchback,48079.0,1,5,diesel,42,DDiS Diesel Engine,1248,Manual,74.0,190.0,22.9,BS IV,556000,5
Hyundai,Grand i10,2014,orange,hatchback,42290.0,1,5,petrol,43,Kappa VTVT Petrol Engine,1197,Manual,82.0,114.0,18.9,BS IV,447000,5
Volkswagen,Polo,2014,blue,hatchback,54723.0,1,5,diesel,45,TDI Diesel Engine,1498,Automatic,88.0,230.0,20.18,BS V,569000,5
Renault,Kwid,2019,white,hatchback,23160.0,1,5,petrol,28,0.8L,799,Automatic,53.0,72.0,20.71,BS IV,428000,5
Hyundai,i20,2012,white,hatchback,41191.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,82.85,113.0,18.5,BS IV,455000,5
Renault,Duster,2018,grey,suv,18005.0,1,5,diesel,50,dCi THP Diesel Engine,1461,Manual,108.45,245.0,19.6,BS V,1164000,6
Honda,City,2017,white,sedan,34480.0,1,5,petrol,40,i VTEC Engine,1196,Automatic,117.6,145.0,18.0,BS V,1178000,5
Honda,Amaze,2019,brown,sedan,20604.0,1,5,petrol,35,i-VTEC Petrol Engine,1199,Manual,88.76,110.0,18.6,BS IV,765000,5
Renault,Kiger,2021,grey,suv,9015.0,1,5,petrol,40,1.0L Energy	,1298,Automatic,71.0,96.0,19.7,BS IV,885000,5
Hyundai,Elite i20,2016,red,hatchback,56348.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,81.83,114.7,18.6,BS IV,658000,5
Honda,City,2018,brown,sedan,16006.0,1,5,petrol,40,i VTEC Engine,1196,Automatic,117.6,145.0,18.0,BS V,1240000,5
Hyundai,Elite i20,2018,white,hatchback,27617.0,1,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,Automatic,82.0,115.0,18.6,BS V,752000,5
Maruti Suzuki,Baleno,2019,grey,hatchback,17246.0,1,5,petrol,37,1.2L VVT Engine,1596,Manual,81.8,113.0,21.01,BS V,869000,5
Maruti Suzuki,Baleno,2019,grey,hatchback,17246.0,1,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,869000,5
Ford,EcoSport,2017,brown,suv,73428.0,1,5,petrol,52,Ti-VCT Petrol Engine,1496,Automatic,120.69,149.0,14.7,BS V,833000,6
Hyundai,Verna,2018,brown,sedan,25198.0,1,5,petrol,45,VTVT Petrol Engine,1591,Automatic,121.3,151.0,17.0,BS V,1171000,6
Honda,Amaze,2020,white,sedan,7981.0,1,5,petrol,35,i-VTEC Petrol Engine,1199,Manual,88.76,110.0,18.6,BS IV,840000,5
Hyundai,i20 Active,2016,white,crossover,65232.0,2,5,diesel,45,1.4 U II 6 Speed Manual Transmission,1396,Automatic,89.0,220.0,21.19,BS V,706000,6
Chevrolet,Beat,2013,grey,hatchback,52501.0,1,5,petrol,35,S-TEC II,1199,Manual,79.0,108.0,18.6,BS IV,273000,5
Hyundai,Elite i20,2015,grey,hatchback,91933.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,81.83,114.7,18.6,BS IV,603000,5
Hyundai,Grand i10,2017,silver,hatchback,39437.0,1,5,petrol,43,Kappa VTVT Petrol Engine,1197,Automatic,81.86,113.75,18.9,BS V,521000,5
Maruti Suzuki,Dzire,2018,white,sedan,50664.0,1,5,diesel,37, DDiS Diesel Engine,1248,Automatic,74.0,190.0,28.4,BS V,764000,5
Mahindra,XUV500,2015,white,suv,60985.0,1,7,diesel,70,4 cylinder mHawk CRDe diesel engine,2179,Manual,140.0,330.0,16.0,BS IV,1266000,6
Hyundai,Venue,2020,blue,suv,37005.0,1,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,Manual,118.35,171.6,18.27,BS IV,1030000,6
Maruti Suzuki,Celerio,2015,white,hatchback,23217.0,1,5,petrol,35,K10B,998,Automatic,67.04,90.0,23.1,BS IV,511000,5
Maruti Suzuki,Alto K10,2017,grey,hatchback,46289.0,2,5,petrol,35,K Series Petrol Engine,1798,Manual,67.1,90.0,23.95,BS V,389000,5
Renault,Duster,2018,red,suv,23783.0,1,5,diesel,50,dCi THP Diesel Engine,1461,Manual,108.45,245.0,19.6,BS V,1137000,6
Honda,City,2014,brown,sedan,55410.0,2,5,petrol,40,Front Wheel Drive,1497,Manual,117.3,145.0,17.8,BS IV,563000,5
Hyundai,Xcent,2014,blue,sedan,38147.0,1,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,Manual,81.0,114.0,19.1,BS IV,465000,5
Kia,Seltos,2019,white,suv,23801.0,1,5,petrol,50,Smartstream G1.4 T-GDi,1353,Manual,138.0,242.0,16.8,BS IV,1708000,7
Maruti Suzuki,Baleno,2018,blue,hatchback,16123.0,1,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,751000,5
Maruti Suzuki,Alto 800,2013,purple,hatchback,22801.0,1,5,petrol,35,F8D,1596,Automatic,48.0,69.0,22.74,BS III,306000,5
Maruti Suzuki,Alto 800,2013,purple,hatchback,22801.0,1,5,petrol,35,F8D,1496,Manual,48.0,69.0,22.74,BS III,306000,5
Maruti Suzuki,Baleno,2018,blue,hatchback,16373.0,1,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,771000,5
Maruti Suzuki,Ciaz,2016,red,sedan,31207.0,1,5,petrol,43, K 14B VVT,1373,Automatic,91.0,130.0,19.12,BS IV,823000,4
Ford,EcoSport,2019,white,suv,60197.0,1,5,petrol,52,Ti-VCT Petrol Engine,1496,Automatic,120.69,149.0,14.7,BS V,980000,6
Honda,City,2013,red,sedan,73382.0,1,5,petrol,42,"1.5L, SOHC, 4-cylinder, i-VTEC",1497,Manual,118.0,146.0,17.0,BS IV,571000,5
Maruti Suzuki,Baleno,2016,blue,hatchback,62811.0,1,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,614000,5
Hyundai,i20 Active,2018,silver,crossover,29086.0,1,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,Automatic,82.0,115.0,17.19,BS V,843000,5
Renault,Kwid,2018,red,hatchback,12582.0,1,5,petrol,28,Petrol Engine,799,Manual,53.3,72.0,25.12,BS V,410000,5
Hyundai,Eon,2017,white,hatchback,40158.0,1,5,petrol,32,Petrol Engine,814,Manual,55.2,74.5,21.1,BS IV,427000,5
Hyundai,i20,2013,bronze,hatchback,50665.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,82.85,113.0,18.5,BS IV,484000,5
Hyundai,Verna,2013,white,sedan,42283.0,1,5,petrol,43,Front Wheel Drive,1582,Automatic,121.0,158.0,17.01,BS III,622000,5
Maruti Suzuki,Celerio,2017,silver,hatchback,79767.0,1,5,petrol,35,K10B,998,Automatic,67.04,90.0,23.1,BS IV,423000,5
Maruti Suzuki,Ciaz,2018,blue,sedan,48524.0,1,5,petrol,43,k14B VVT Engine,1373,Manual,91.1,130.0,20.73,BS IV,812000,5
Maruti Suzuki,S-Presso,2021,silver,hatchback,4704.0,1,5,petrol,27,K10B Petrol Engine,998,Manual,67.0,90.0,21.01,BS IV,549000,5
Maruti Suzuki,Celerio,2016,red,hatchback,44272.0,1,5,petrol,35,K10B,998,Automatic,67.04,90.0,23.1,BS IV,525000,5
Hyundai,Xcent,2018,grey,sedan,14197.0,1,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,Manual,81.86,113.75,20.14,BS V,709000,5
Hyundai,Elite i20,2017,blue,hatchback,57359.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,81.83,114.7,18.6,BS IV,744000,5
Honda,City,2019,brown,sedan,13791.0,1,5,petrol,40,i VTEC Engine,1497,Manual,117.6,145.0,17.4,BS IV,982000,5
Maruti Suzuki,Vitara Brezza,2016,yellow,suv,76060.0,1,5,diesel,48,DDiS 200 Diesel Engine,1248,Automatic,88.5,200.0,24.3,BS V,881000,5
Tata,Altroz,2021,white,hatchback,5389.0,1,5,petrol,37,1.2 L Revotron,1199,Manual,84.82,113.0,19.05,BS IV,834000,5
Mahindra,Scorpio,2015,black,suv,64338.0,1,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,Manual,120.0,280.0,15.4,BS IV,916000,5
Honda,Amaze,2019,brown,sedan,17691.0,1,5,petrol,35,i-VTEC Petrol Engine,1199,Manual,88.76,110.0,18.6,BS IV,880000,5
Tata,Punch,2022,white,suv,19734.0,1,5,petrol,37,1.2 Revotron,1199,Automatic,84.0,113.0,18.9,BS IV,871000,5
Hyundai,Grand i10,2017,silver,hatchback,16150.0,1,5,petrol,43,Kappa VTVT Petrol Engine,1197,Automatic,81.86,113.75,18.9,BS V,594000,5
Hyundai,Verna,2021,silver,sedan,21557.0,1,5,petrol,45,1.5 l MPi,1497,Automatic,113.0,144.0,17.7,BS IV,1366000,6
Toyota,Glanza,2020,white,hatchback,30130.0,1,5,petrol,37,Petrol Engine,1596,Manual,81.8,113.0,21.01,BS V,785000,5
Toyota,Glanza,2020,white,hatchback,30130.0,1,5,petrol,37,Petrol Engine,1197,Manual,81.8,113.0,21.01,BS V,785000,5
Maruti Suzuki,Baleno,2019,blue,hatchback,24618.0,1,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,718000,5
Maruti Suzuki,Baleno,2020,blue,hatchback,4337.0,1,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,749000,5
Maruti Suzuki,Alto K10,2015,red,hatchback,74114.0,2,5,petrol,35,K10B,998,Manual,67.0,90.0,24.07,BS V,320000,5
Hyundai,Creta,2016,white,suv,52631.0,3,5,petrol,60,Petrol Dual VTVT,1591,Manual,122.0,154.0,15.29,BS IV,860000,6
Maruti Suzuki,Dzire,2021,blue,sedan,5744.0,1,5,petrol,37,1.2 Litre Petrol Engine,1197,Manual,88.5,113.0,23.26,BS IV,799000,5
Maruti Suzuki,Wagon R 1.2,2019,silver,hatchback,18988.0,1,5,petrol,32,K12M Petrol Engine,1197,Manual,81.8,113.0,20.52,BS V,625000,5
Maruti Suzuki,Alto 800,2019,grey,hatchback,18066.0,1,5,petrol,35,F8D Petrol Engine,796,Manual,47.3,69.0,22.05,BS IV,411000,5
Maruti Suzuki,Swift,2014,silver,hatchback,74660.0,2,5,diesel,43,DDiS Diesel Engine,1248,Manual,74.0,190.0,22.9,BS IV,540000,5
Maruti Suzuki,Baleno,2019,white,hatchback,32801.0,1,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,822000,5
Maruti Suzuki,Dzire,2018,white,sedan,46517.0,1,5,petrol,37,1.2 Litre Petrol Engine,1696,Automatic,88.5,113.0,24.12,BS V,784000,5
Hyundai,Venue,2019,blue,suv,44781.0,1,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,Manual,118.35,171.6,18.15,BS V,1165000,7
Maruti Suzuki,Omni,2019,blue,muv,27409.0,1,8,petrol,36,"4 stroke cycle, Water cooled",796,Manual,34.0,59.0,16.8,BS V,396000,4
Hyundai,Elite i20,2019,blue,hatchback,23505.0,1,5,petrol,40,Kappa VTVT Petrol Engine,1197,Automatic,81.86,117.0,18.6,BS V,770000,5
Maruti Suzuki,S-Presso,2021,red,hatchback,34872.0,1,5,petrol,27,K10B Petrol Engine,998,Manual,67.0,90.0,21.01,BS IV,515000,5
Maruti Suzuki,Alto 800,2020,red,hatchback,7401.0,1,5,petrol,35,F8D Petrol Engine,796,Manual,47.3,69.0,22.05,BS IV,426000,5
